peak_id,SRR5800657,SRR5800660
peak7983,86,98
peak7984,122,149
peak7985,69,52
peak7986,100,116
peak7987,90,80
peak7988,150,114
peak7989,39,40
peak7990,51,55
peak7991,53,51
peak7992,78,116
peak7993,43,45
peak7994,15,154
peak7995,130,167
peak7996,121,94
peak7997,120,86
peak7998,24,62
peak7999,36,39
peak8000,22,7
peak8001,97,119
peak8002,107,54
peak8003,60,51
peak8004,24,15
peak8005,80,134
peak8006,94,81
peak8007,2,4
peak8008,156,127
peak8009,60,54
peak8010,92,68
peak8011,139,84
peak8012,13,4
peak8013,179,208
peak8014,38,27
peak8015,58,67
peak8016,54,100
peak8017,85,38
peak8018,19,64
peak8019,29,22
peak8020,44,17
peak8021,157,134
peak8022,51,12
peak8023,60,39
peak8024,36,78
peak8025,28,28
peak8026,21,28
peak8027,8,28
peak8028,40,52
peak8029,17,13
peak8030,118,168
peak8031,115,169
peak8032,90,59
peak8033,194,121
peak8034,42,39
peak8035,10,46
peak8036,109,245
peak8037,23,47
peak8038,15,66
peak8039,69,91
peak8040,56,8
peak8041,68,89
peak8042,141,313
peak8043,117,115
peak8044,167,167
peak8045,38,111
peak8046,186,256
peak8047,256,302
peak8048,27,48
peak8049,17,33
peak8050,51,87
peak8051,146,157
peak8052,32,29
peak8053,133,106
peak8054,94,47
peak8055,111,114
peak8056,82,57
peak8057,155,121
peak8058,81,72
peak8059,280,336
peak8060,36,64
peak8061,89,132
peak8062,218,219
peak8063,46,58
peak8064,6,12
peak8065,15,4
peak8066,24,8
peak8067,14,33
peak8068,60,126
peak8069,97,153
peak8070,167,162
peak8071,92,107
peak8072,136,134
peak8073,31,72
peak8074,89,105
peak8075,107,183
peak8076,34,17
peak8077,95,185
peak8078,165,200
peak8079,44,118
peak8080,76,94
peak8081,142,148
peak8082,137,230
peak8083,203,360
peak8084,19,3
peak8085,0,25
peak8086,23,55
peak8087,46,52
peak8088,95,128
peak8089,82,73
peak8090,87,81
peak8091,147,250
peak8092,43,81
peak8093,28,32
peak8094,93,173
peak8095,170,175
peak8096,31,7
peak8097,45,31
peak8098,68,75
peak8099,35,38
peak8100,32,30
peak8101,66,130
peak8102,51,136
peak8103,73,117
peak8104,431,618
peak8105,38,124
peak8106,79,82
peak8107,30,69
peak8108,130,221
peak8109,108,145
peak8110,22,12
peak8111,76,36
peak8112,149,103
peak8113,49,63
peak8114,27,29
peak8115,48,18
peak8116,74,80
peak8117,161,314
peak8118,278,233
peak8119,63,102
peak8120,65,125
peak8121,67,70
peak8122,8,23
peak8123,34,39
peak8124,71,67
peak8125,87,97
peak8126,26,17
peak8127,39,52
peak8128,24,94
peak8129,57,80
peak8130,40,26
peak8131,155,96
peak8132,56,109
peak8133,183,132
peak8134,25,86
peak8135,39,58
peak8136,135,179
peak8137,22,4
peak8138,603,750
peak8139,145,178
peak8140,127,188
peak8141,162,115
peak8142,21,9
peak8143,46,57
peak8144,104,128
peak8145,210,147
peak8146,53,40
peak8147,57,79
peak8148,241,254
peak8149,58,39
peak8150,44,42
peak8151,12,2
peak8152,18,12
peak8153,11,8
peak8154,12,4
peak8155,141,145
peak8156,34,44
peak8157,11,10
peak8158,266,327
peak8159,170,117
peak8160,3,21
peak8161,5,19
peak8162,6,21
peak8163,8,24
peak8164,149,76
peak8165,22,80
peak8166,11,49
peak8167,21,24
peak8168,0,13
peak8169,32,27
peak8170,35,100
peak8171,36,101
peak8172,45,31
peak8173,8,37
peak8174,0,16
peak8175,15,3
peak8176,24,58
peak8177,4,34
peak8178,12,151
peak8179,0,16
peak8180,8,146
peak8181,16,3
peak8182,43,11
peak8183,36,16
peak8184,9,1
peak8185,9,32
peak8186,30,40
peak8187,98,124
peak8188,15,41
peak8189,8,16
peak8190,18,25
peak8191,6,29
peak8192,25,26
peak8193,53,64
peak8194,105,26
peak8195,58,65
peak8196,71,33
peak8197,44,23
peak8198,15,29
peak8199,9,66
peak8200,98,84
peak8201,24,18
peak8202,17,0
peak8203,108,71
peak8204,64,51
peak8205,102,112
peak8206,138,73
peak8207,216,64
peak8208,85,143
peak8209,78,83
peak8210,87,69
peak8211,33,62
peak8212,10,33
peak8213,143,202
peak8214,28,32
peak8215,51,51
peak8216,96,91
peak8217,122,186
peak8218,0,29
peak8219,24,22
peak8220,0,16
peak8221,75,166
peak8222,40,44
peak8223,29,5
peak8224,91,53
peak8225,74,57
peak8226,27,25
peak8227,24,6
peak8228,49,33
peak8229,99,163
peak8230,22,11
peak8231,34,49
peak8232,41,17
peak8233,239,150
peak8234,79,78
peak8235,38,89
peak8236,42,77
peak8237,60,53
peak8238,49,57
peak8239,99,98
peak8240,33,50
peak8241,30,26
peak8242,31,27
peak8243,123,183
peak8244,26,34
peak8245,32,33
peak8246,101,89
peak8247,28,66
peak8248,12,24
peak8249,34,19
peak8250,17,50
peak8251,32,41
peak8252,45,36
peak8253,99,183
peak8254,25,83
peak8255,39,37
peak8256,179,297
peak8257,46,48
peak8258,107,106
peak8259,89,115
peak8260,31,26
peak8261,42,70
peak8262,12,7
peak8263,78,109
peak8264,13,9
peak8265,27,33
peak8266,206,277
peak8267,104,85
peak8268,54,44
peak8269,63,75
peak8270,15,17
peak8271,65,119
peak8272,46,13
peak8273,22,75
peak8274,30,15
peak8275,39,30
peak8276,24,30
peak8277,40,11
peak8278,77,100
peak8279,111,131
peak8280,250,232
peak8281,108,162
peak8282,30,18
peak8283,120,203
peak8284,29,24
peak8285,67,96
peak8286,122,171
peak8287,7,16
peak8288,26,45
peak8289,128,187
peak8290,44,52
peak8291,34,47
peak8292,103,130
peak8293,24,7
peak8294,66,54
peak8295,23,16
peak8296,8,5
peak8297,193,125
peak8298,55,58
peak8299,33,13
peak8300,98,168
peak8301,46,69
peak8302,12,8
peak8303,16,71
peak8304,14,16
peak8305,41,59
peak8306,16,54
peak8307,141,156
peak8308,35,38
peak8309,121,71
peak8310,79,73
peak8311,57,51
peak8312,194,176
peak8313,58,83
peak8314,65,17
peak8315,28,69
peak8316,36,40
peak8317,115,208
peak8318,197,323
peak8319,0,78
peak8320,6,36
peak8321,9,27
peak8322,65,18
peak8323,52,104
peak8324,2,58
peak8325,117,181
peak8326,64,32
peak8327,75,65
peak8328,72,20
peak8329,31,49
peak8330,47,58
peak8331,145,129
peak8332,53,108
peak8333,40,28
peak8334,92,46
peak8335,43,52
peak8336,138,201
peak8337,183,123
peak8338,4,19
peak8339,0,57
peak8340,0,15
peak8341,14,41
peak8342,2,41
peak8343,0,17
peak8344,3,16
peak8345,4,38
peak8346,24,25
peak8347,15,42
peak8348,17,20
peak8349,4,27
peak8350,20,21
peak8351,2,19
peak8352,2,15
peak8353,11,29
peak8354,24,34
peak8355,0,11
peak8356,37,73
peak8357,22,12
peak8358,0,27
peak8359,18,102
peak8360,1,18
peak8361,5,1
peak8362,0,1
peak8363,0,10
peak8364,0,7
peak8365,4,0
peak8366,318,881
peak8367,8489,6122
peak8368,35977,28064
peak8369,0,34
peak8370,2,10
peak8371,312,110
peak8372,73,170
peak8373,48,139
peak8374,26,68
peak8375,0,53
peak8376,122,137
peak8377,5,44
peak8378,126,154
peak8379,70,43
peak8380,113,210
peak8381,2,48
peak8382,24,129
peak8383,0,17
peak8384,24,44
peak8385,62,81
peak8386,272,346
peak8387,60,218
peak8388,22,32
peak8389,185,439
peak8390,61,34
peak8391,86,317
peak8392,6,11
peak8393,45,118
peak8394,29,43
peak8395,0,11
peak8396,4,25
peak8397,2,16
peak8398,21,9
peak8399,80,140
peak8400,20,14
peak8401,2,20
peak8402,11,68
peak8403,9,1
peak8404,0,68
peak8405,249,314
peak8406,43,27
peak8407,5,50
peak8408,56,186
peak8409,47,139
peak8410,82,135
peak8411,31,53
peak8412,48,112
peak8413,0,24
peak8414,0,32
peak8415,28,67
peak8416,2,14
peak8417,2,25
peak8418,13,66
peak8419,109,282
peak8420,22,40
peak8421,14,5
peak8422,1,23
peak8423,28,68
peak8424,13,10
peak8425,151,118
peak8426,75,101
peak8427,85,107
peak8428,263,474
peak8429,105,154
peak8430,42,68
peak8431,74,59
peak8432,108,190
peak8433,35,45
peak8434,44,39
peak8435,80,67
peak8436,5,21
peak8437,102,105
peak8438,279,156
peak8439,134,118
peak8440,60,33
peak8441,220,87
peak8442,14,3
peak8443,132,208
peak8444,7,38
peak8445,133,142
peak8446,48,12
peak8447,86,118
peak8448,95,107
peak8449,106,114
peak8450,18,69
peak8451,50,46
peak8452,23,47
peak8453,57,54
peak8454,26,34
peak8455,79,112
peak8456,49,50
peak8457,149,230
peak8458,33,16
peak8459,28,6
peak8460,297,208
peak8461,38,17
peak8462,122,137
peak8463,21,70
peak8464,125,147
peak8465,145,189
peak8466,116,159
peak8467,59,66
peak8468,0,53
peak8469,121,201
peak8470,51,73
peak8471,45,85
peak8472,39,54
peak8473,16,102
peak8474,5,49
peak8475,76,61
peak8476,109,227
peak8477,2,16
peak8478,21,15
peak8479,1,70
peak8480,93,190
peak8481,0,2
peak8482,4,35
peak8483,17,23
peak8484,18,40
peak8485,23,4
peak8486,29,30
peak8487,12,24
peak8488,5,30
peak8489,8,29
peak8490,2,20
peak8491,99,90
peak8492,225,122
peak8493,2,15
peak8494,49,76
peak8495,10,4
peak8496,51,70
peak8497,157,130
peak8498,7,1
peak8499,100,183
peak8500,44,103
peak8501,33,20
peak8502,13,42
peak8503,68,31
peak8504,953,869
peak8505,8,4
peak8506,10,2
peak8507,4,35
peak8508,13,30
peak8509,2,16
peak8510,30,88
peak8511,13,14
peak8512,63,135
peak8513,52,39
peak8514,497,207
peak8515,127,96
peak8516,122,239
peak8517,44,59
peak8518,3,132
peak8519,32,106
peak8520,72,50
peak8521,85,116
peak8522,24,48
peak8523,9,70
peak8524,84,135
peak8525,308,269
peak8526,19,19
peak8527,25,6
peak8528,735,633
peak8529,37,33
peak8530,409,271
peak8531,152,91
peak8532,44,44
peak8533,139,50
peak8534,73,48
peak8535,105,185
peak8536,131,102
peak8537,96,8
peak8538,203,138
peak8539,19,44
peak8540,455,608
peak8541,79,67
peak8542,119,67
peak8543,88,62
peak8544,12,64
peak8545,2,33
peak8546,156,183
peak8547,31,71
peak8548,33,26
peak8549,47,8
peak8550,58,47
peak8551,44,68
peak8552,20,54
peak8553,218,103
peak8554,97,78
peak8555,43,85
peak8556,645,616
peak8557,10,21
peak8558,13,7
peak8559,110,42
peak8560,20,45
peak8561,4,21
peak8562,61,177
peak8563,2,11
peak8564,148,159
peak8565,100,111
peak8566,4,39
peak8567,45,50
peak8568,65,120
peak8569,19,7
peak8570,9,5
peak8571,11,7
peak8572,14,18
peak8573,163,248
peak8574,36,49
peak8575,419,499
peak8576,94,165
peak8577,200,241
peak8578,175,176
peak8579,44,50
peak8580,13,62
peak8581,2,26
peak8582,38,156
peak8583,65,51
peak8584,6,28
peak8585,254,232
peak8586,58,57
peak8587,289,35
peak8588,52,122
peak8589,279,160
peak8590,272,244
peak8591,65,126
peak8592,197,222
peak8593,117,163
peak8594,56,59
peak8595,68,65
peak8596,54,37
peak8597,117,109
peak8598,164,160
peak8599,57,70
peak8600,59,45
peak8601,228,185
peak8602,126,97
peak8603,25,21
peak8604,96,66
peak8605,96,30
peak8606,31,97
peak8607,91,41
peak8608,32,95
peak8609,157,65
peak8610,362,371
peak8611,30,47
peak8612,86,63
peak8613,150,164
peak8614,290,118
peak8615,75,53
peak8616,303,231
peak8617,54,104
peak8618,236,148
peak8619,26,12
peak8620,17,65
peak8621,320,250
peak8622,20,2
peak8623,330,296
peak8624,234,235
peak8625,54,37
peak8626,13,15
peak8627,192,91
peak8628,130,164
peak8629,4,35
peak8630,21,46
peak8631,425,146
peak8632,188,142
peak8633,84,53
peak8634,65,22
peak8635,238,108
peak8636,254,194
peak8637,11,26
peak8638,114,307
peak8639,58,57
peak8640,80,206
peak8641,25,149
peak8642,22,24
peak8643,282,245
peak8644,158,147
peak8645,2,23
peak8646,11,6
peak8647,28,99
peak8648,5,114
peak8649,28,115
peak8650,62,76
peak8651,16,12
peak8652,198,281
peak8653,23,71
peak8654,17,3
peak8655,9,17
peak8656,13,21
peak8657,54,48
peak8658,1,23
peak8659,121,128
peak8660,261,235
peak8661,31,45
peak8662,58,50
peak8663,125,119
peak8664,74,108
peak8665,110,178
peak8666,104,104
peak8667,29,96
peak8668,27,41
peak8669,86,122
peak8670,491,386
peak8671,39,7
peak8672,164,156
peak8673,62,28
peak8674,145,105
peak8675,7,13
peak8676,70,45
peak8677,154,141
peak8678,57,70
peak8679,49,6
peak8680,108,28
peak8681,290,234
peak8682,46,80
peak8683,55,70
peak8684,186,181
peak8685,201,131
peak8686,52,106
peak8687,202,97
peak8688,66,125
peak8689,129,132
peak8690,84,63
peak8691,30,26
peak8692,22,15
peak8693,244,195
peak8694,31,20
peak8695,23,17
peak8696,15,10
peak8697,62,50
peak8698,6,3
peak8699,61,88
peak8700,86,91
peak8701,55,53
peak8702,271,264
peak8703,104,161
peak8704,361,261
peak8705,123,123
peak8706,93,112
peak8707,284,311
peak8708,9,9
peak8709,79,100
peak8710,53,9
peak8711,91,163
peak8712,426,458
peak8713,40,158
peak8714,86,438
peak8715,185,188
peak8716,50,34
peak8717,66,20
peak8718,172,182
peak8719,57,44
peak8720,11,39
peak8721,111,145
peak8722,21,30
peak8723,102,135
peak8724,1,44
peak8725,47,38
peak8726,52,27
peak8727,45,116
peak8728,332,412
peak8729,26,86
peak8730,99,31
peak8731,58,122
peak8732,84,80
peak8733,17,79
peak8734,28,9
peak8735,264,186
peak8736,94,71
peak8737,103,54
peak8738,10,35
peak8739,164,171
peak8740,276,248
peak8741,141,234
peak8742,254,124
peak8743,24,29
peak8744,227,326
peak8745,37,63
peak8746,84,102
peak8747,119,117
peak8748,46,26
peak8749,42,27
peak8750,15,9
peak8751,171,154
peak8752,117,128
peak8753,283,198
peak8754,6,13
peak8755,5,7
peak8756,155,193
peak8757,36,30
peak8758,329,328
peak8759,54,65
peak8760,123,113
peak8761,53,63
peak8762,175,120
peak8763,24,35
peak8764,39,159
peak8765,40,55
peak8766,53,51
peak8767,40,74
peak8768,163,239
peak8769,71,63
peak8770,119,124
peak8771,127,93
peak8772,73,101
peak8773,28,7
peak8774,6,40
peak8775,59,62
peak8776,24,41
peak8777,98,108
peak8778,9,1
peak8779,2,19
peak8780,43,82
peak8781,57,53
peak8782,20,15
peak8783,79,76
peak8784,114,102
peak8785,31,11
peak8786,15,73
peak8787,177,177
peak8788,166,211
peak8789,137,120
peak8790,60,96
peak8791,26,10
peak8792,42,66
peak8793,7,33
peak8794,19,58
peak8795,47,74
peak8796,17,11
peak8797,2,17
peak8798,20,10
peak8799,24,34
peak8800,24,24
peak8801,3685,2932
peak8802,46,84
peak8803,10,60
peak8804,23,8
peak8805,6,14
peak8806,0,31
peak8807,21,94
peak8808,61,45
peak8809,6,25
peak8810,88,143
peak8811,63,147
peak8812,87,138
peak8813,68,126
peak8814,5,40
peak8815,28,42
peak8816,27,87
peak8817,64,76
peak8818,8,43
peak8819,35,17
peak8820,119,129
peak8821,44,55
peak8822,141,198
peak8823,57,45
peak8824,16,10
peak8825,43,77
peak8826,19,35
peak8827,9,55
peak8828,20,91
peak8829,54,76
peak8830,9,34
peak8831,49,98
peak8832,6,40
peak8833,27,49
peak8834,58,57
peak8835,160,221
peak8836,29,39
peak8837,1200,1469
peak8838,93,112
peak8839,362,533
peak8840,198,199
peak8841,118,181
peak8842,121,167
peak8843,32,35
peak8844,111,114
peak8845,166,210
peak8846,790,829
peak8847,83,114
peak8848,90,138
peak8849,418,491
peak8850,11,16
peak8851,5,4
peak8852,728,820
peak8853,60,85
peak8854,30,36
peak8855,37,50
peak8856,80,108
peak8857,68,102
peak8858,63,84
peak8859,744,3650
peak8860,4,8
peak8861,4,0
peak8862,30,125
peak8863,3,4
peak8864,15,58
peak8865,31,318
peak8866,9,85
peak8867,19,81
peak8868,557,385
peak8869,42,43
peak8870,50,76
peak8871,4,52
peak8872,11,4
peak8873,24,38
peak8874,34,49
peak8875,65,126
peak8876,40,47
peak8877,7,82
peak8878,49,115
peak8879,17,12
peak8880,11,52
peak8881,27,70
peak8882,22,77
peak8883,31,90
peak8884,2,71
peak8885,2,19
peak8886,21,4
peak8887,27,17
peak8888,7,24
peak8889,43,26
peak8890,35,46
peak8891,19,1
peak8892,65,49
peak8893,52,135
peak8894,34,69
peak8895,26,41
peak8896,36,79
peak8897,150,156
peak8898,98,33
peak8899,445,304
peak8900,2,29
peak8901,0,17
peak8902,9,36
peak8903,20,0
peak8904,25,26
peak8905,33,34
peak8906,6,28
peak8907,33,52
peak8908,16,30
peak8909,5,30
peak8910,18,82
peak8911,15,25
peak8912,41,36
peak8913,5,58
peak8914,31,12
peak8915,3,25
peak8916,12,34
peak8917,22,44
peak8918,52,176
peak8919,13,5
peak8920,0,23
peak8921,95,80
peak8922,14,0
peak8923,37,77
peak8924,24,52
peak8925,3,17
peak8926,45,29
peak8927,22,7
peak8928,78,85
peak8929,10,55
peak8930,19,2
peak8931,2,23
peak8932,32,27
peak8933,43,42
peak8934,122,149
peak8935,26,34
peak8936,118,129
peak8937,21,57
peak8938,2,50
peak8939,16,47
peak8940,6,1
peak8941,6,21
peak8942,23,35
peak8943,44,73
peak8944,54,64
peak8945,20,28
peak8946,25,43
peak8947,84,72
peak8948,75,63
peak8949,17,8
peak8950,18,26
peak8951,7,21
peak8952,16,41
peak8953,102,152
peak8954,0,45
peak8955,15,50
peak8956,6,17
peak8957,10,15
peak8958,2,22
peak8959,11,20
peak8960,7,3
peak8961,1,6
peak8962,3,3
peak8963,36,94
peak8964,69,157
peak8965,299,470
peak8966,9,13
peak8967,108,168
peak8968,8,1
peak8969,7,2
peak8970,23,46
peak8971,19,9
peak8972,4,5
peak8973,12,60
peak8974,4,10
peak8975,13,34
peak8976,39,40
peak8977,133,241
peak8978,12,38
peak8979,29,43
peak8980,1206,1202
peak8981,96,95
peak8982,71,177
peak8983,166,164
peak8984,117,113
peak8985,246,130
peak8986,332,143
peak8987,198,103
peak8988,117,298
peak8989,81,248
peak8990,1033,1457
peak8991,173,192
peak8992,409,607
peak8993,219,273
peak8994,261,154
peak8995,76,390
peak8996,164,239
peak8997,5,4
peak8998,3,6
peak8999,9,21
peak9000,9,15
peak9001,2,36
peak9002,40,89
peak9003,23,9
peak9004,21,28
peak9005,9,13
peak9006,10,21
peak9007,64,221
peak9008,2,14
peak9009,112,162
peak9010,103,149
peak9011,4,8
peak9012,127,111
peak9013,29,83
peak9014,12,180
peak9015,5,38
peak9016,2,15
peak9017,68,138
peak9018,19,74
peak9019,66,113
peak9020,82,14
peak9021,565,764
peak9022,3,29
peak9023,48,38
peak9024,0,19
peak9025,0,12
peak9026,74,190
peak9027,14,56
peak9028,40,66
peak9029,65,56
peak9030,28,37
peak9031,8,2
peak9032,0,31
peak9033,1,10
peak9034,0,24
peak9035,15,10
peak9036,11,52
peak9037,7,13
peak9038,3,20
peak9039,7,24
peak9040,0,16
peak9041,1,15
peak9042,7,24
peak9043,0,12
peak9044,37,113
peak9045,2,36
peak9046,10,89
peak9047,24,45
peak9048,43,51
peak9049,27,78
peak9050,81,107
peak9051,7,21
peak9052,4,20
peak9053,10,0
peak9054,4,31
peak9055,15,6
peak9056,34,115
peak9057,93,80
peak9058,23,111
peak9059,51,68
peak9060,18,43
peak9061,115,144
peak9062,70,85
peak9063,126,148
peak9064,120,56
peak9065,7,25
peak9066,77,99
peak9067,0,45
peak9068,30,72
peak9069,11,141
peak9070,96,75
peak9071,15,58
peak9072,4,22
peak9073,0,14
peak9074,7,23
peak9075,9,25
peak9076,3,10
peak9077,14,1
peak9078,2,15
peak9079,188,284
peak9080,33,136
peak9081,32,97
peak9082,0,12
peak9083,4,29
peak9084,0,15
peak9085,1,15
peak9086,3,19
peak9087,0,19
peak9088,17,8
peak9089,2,19
peak9090,7,31
peak9091,9,13
peak9092,14,15
peak9093,22,35
peak9094,8,8
peak9095,5,8
peak9096,5,13
peak9097,15,24
peak9098,8,15
peak9099,23,35
peak9100,0,7
peak9101,14,9
peak9102,5,12
peak9103,4,6
peak9104,22,14
peak9105,6,14
peak9106,12,18
peak9107,4,0
peak9108,6,8
peak9109,18,31
peak9110,1,6
peak9111,2,10
peak9112,8,14
peak9113,9,13
peak9114,2,1
peak9115,0,0
peak9116,5,3
peak9117,4,3
peak9118,4,7
peak9119,17,32
peak9120,8,10
peak9121,9,0
peak9122,6,4
peak9123,4,3
peak9124,3,0
peak9125,3,3
peak9126,24,22
peak9127,4,0
peak9128,3,19
peak9129,9,4
peak9130,12,22
peak9131,1,9
peak9132,6,4
peak9133,3,24
peak9134,10,10
peak9135,13,10
peak9136,7,1
peak9137,25,31
peak9138,4,3
peak9139,7,10
peak9140,4,11
peak9141,3,6
peak9142,2,6
peak9143,5,8
peak9144,4,17
peak9145,10,18
peak9146,12,5
peak9147,8,3
peak9148,14,21
peak9149,7,4
peak9150,4,2
peak9151,2,5
peak9152,0,5
peak9153,2,3
peak9154,7,13
peak9155,3,2
peak9156,0,1
peak9157,5,12
peak9158,5,4
peak9159,5,15
peak9160,3,9
peak9161,5,13
peak9162,16,19
peak9163,3,4
peak9164,8,12
peak9165,9,15
peak9166,5,8
peak9167,5,12
peak9168,10,7
peak9169,9,5
peak9170,10,19
peak9171,8,7
peak9172,3,6
peak9173,9,15
peak9174,7,3
peak9175,2,5
peak9176,10,3
peak9177,3,2
peak9178,6,4
peak9179,3,1
peak9180,10,6
peak9181,5,9
peak9182,4,4
peak9183,5,12
peak9184,12,31
peak9185,2,3
peak9186,1,1
peak9187,12,4
peak9188,8,6
peak9189,4,0
peak9190,0,2
peak9191,11,41
peak9192,5,5
peak9193,7,9
peak9194,10,4
peak9195,15,23
peak9196,3,21
peak9197,5,1
peak9198,6,7
peak9199,9,26
peak9200,0,3
peak9201,5,7
peak9202,0,10
peak9203,4,11
peak9204,8,16
peak9205,1,12
peak9206,0,0
peak9207,10,47
peak9208,1,1
peak9209,2,3
peak9210,6,9
peak9211,10,9
peak9212,2,2
peak9213,10,4
peak9214,4,14
peak9215,3,6
peak9216,4,4
peak9217,3,1
peak9218,5,0
peak9219,7,5
peak9220,3,5
peak9221,17,14
peak9222,2,3
peak9223,2,3
peak9224,3,8
peak9225,12,2
peak9226,3,2
peak9227,3,2
peak9228,7,22
peak9229,2,2
peak9230,4,2
peak9231,4,12
peak9232,3,2
peak9233,0,7
peak9234,19,7
peak9235,12,6
peak9236,5,17
peak9237,6,0
peak9238,4,21
peak9239,1,8
peak9240,5,10
peak9241,3,3
peak9242,6,10
peak9243,6,5
peak9244,3,3
peak9245,4,2
peak9246,2,4
peak9247,7,13
peak9248,2,0
peak9249,7,4
peak9250,0,0
peak9251,7,2
peak9252,6,0
peak9253,1,2
peak9254,8,5
peak9255,4,7
peak9256,0,5
peak9257,6,18
peak9258,6,16
peak9259,6,16
peak9260,9,3
peak9261,2,1
peak9262,10,13
peak9263,3,9
peak9264,12,12
peak9265,10,32
peak9266,1,1
peak9267,2,4
peak9268,10,17
peak9269,4,6
peak9270,8,3
peak9271,4,6
peak9272,3,4
peak9273,8,7
peak9274,4,3
peak9275,4,5
peak9276,9,12
peak9277,6,4
peak9278,3,8
peak9279,3,6
peak9280,4,5
peak9281,3,6
peak9282,6,17
peak9283,9,32
peak9284,238,604
peak9285,2413,2710
peak9286,4021,4917
peak9287,664,680
peak9288,3,31
peak9289,20,84
peak9290,24,109
peak9291,7,31
peak9292,67,136
peak9293,0,29
peak9294,173,160
peak9295,26,14
peak9296,65,59
peak9297,32,18
peak9298,339,301
peak9299,28,117
peak9300,10,85
peak9301,55,74
peak9302,40,88
peak9303,3,37
peak9304,11,54
peak9305,39,137
peak9306,12,38
peak9307,68,76
peak9308,37,113
peak9309,4,39
peak9310,20,112
peak9311,91,168
peak9312,17,49
peak9313,18,61
peak9314,38,51
peak9315,96,63
peak9316,18,44
peak9317,17,8
peak9318,1,35
peak9319,40,19
peak9320,26,24
peak9321,30,62
peak9322,44,129
peak9323,4,30
peak9324,2,59
peak9325,175,239
peak9326,6,2
peak9327,12,3
peak9328,11,3
peak9329,76,105
peak9330,142,99
peak9331,52,62
peak9332,0,16
peak9333,50,106
peak9334,5,26
peak9335,26,57
peak9336,34,26
peak9337,31,148
peak9338,16,43
peak9339,64,83
peak9340,34,15
peak9341,119,140
peak9342,25,86
peak9343,68,54
peak9344,246,245
peak9345,32,22
peak9346,77,50
peak9347,89,117
peak9348,32,70
peak9349,125,116
peak9350,118,226
peak9351,44,26
peak9352,35,128
peak9353,19,43
peak9354,85,85
peak9355,86,74
peak9356,109,134
peak9357,54,59
peak9358,60,74
peak9359,36,87
peak9360,336,563
peak9361,89,172
peak9362,6,39
peak9363,21,78
peak9364,107,156
peak9365,45,26
peak9366,34,15
peak9367,140,158
peak9368,73,114
peak9369,76,59
peak9370,107,136
peak9371,75,72
peak9372,132,117
peak9373,205,213
peak9374,70,98
peak9375,29,67
peak9376,276,305
